Class,CSORD_CountLineCodeExe,CSORD_CountDeclMethodPublic,CSORD_MinLineCode,PK_SDLineCodeExe,CSORD_SumCSNOPNAMM,PK_MinLineCode,CSORD_AvgKnots,CSORD_MaxCSNOPNAMM,CSORD_SDCountPath,PK_CountDeclFile,PK_AvgCyclomaticModified,CSORD_MaxCountPath,CSORD_MinStmtDeclNAMM,CSORD_MinEssentialNAMM,CSORD_MinEssentialNAMM,CSORD_SDCSNOPNAMM,CSORD_CountDeclClassMethod,PK_MaxCyclomaticModified,CSORD_MinCSNOPNAMM,CSORD_MinCSNOP,CSORD_NOII,PK_CountDeclMethodPrivate,CSLEX_NumberOfSuperStatements,CSORD_CountDeclClassVariable,CSORD_MaxInheritanceTree,CSORD_CountClassBase,CSORD_NumberOfMethodCalls,CSORD_CountClassDerived,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodDefault,CSORD_CountClassDerived,CSORD_NIM,PK_AvgEssential,CSORD_CountClassBase,CSORD_NIM,PK_AvgEssential,CSORD_CountDeclMethodPrivate,CSORD_CountClassBase,CSORD_NumberOfDependsBy,CSORD_NIM,CSORD_NumberOfMethodCalls,CSORD_MinKnots,PK_AvgEssential,Testability
com.liferay.portlet.layoutsadmin.action.ImportLayoutsAction,44,2,11,177.3627795101203,11,13,2.0,5,0.9428090415820634,9,4,5,1,1,1,1.8856180831641267,0,28,1,1,549,0,0,1,4,1,1,0,1,0,1,0,0,36,1,1,36,1,0,1,0,36,1,0,1,0.368
com.liferay.portlet.layoutsadmin.action.PublishLayoutsAction,11,1,20,177.3627795101203,5,13,3.0,5,0.0,9,4,3,1,3,3,0.0,0,28,5,5,549,0,0,0,4,1,0,0,0,0,0,0,0,36,1,1,36,1,0,1,0,36,0,3,1,0.5333333333333333
com.liferay.portlet.layoutsadmin.action.RobotsAction,27,1,38,177.3627795101203,4,13,4.0,4,0.0,9,4,6,6,1,1,0.0,0,28,4,4,549,0,0,1,2,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,4,1,0.2009999999999999
com.liferay.portlet.layoutsadmin.action.SitemapAction,46,1,62,177.3627795101203,4,13,5.0,4,0.0,9,4,8,11,1,1,0.0,0,28,4,4,549,0,0,1,2,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,5,1,0.0793333333333333
com.liferay.portlet.layoutsadmin.action.UpdateLayoutAction,136,1,12,177.3627795101203,7,13,2.0,3,11.051646433400268,9,4,32,6,1,1,0.8000000000000002,0,28,1,1,549,0,0,0,4,1,0,0,0,0,5,0,0,20,1,1,20,1,0,1,0,20,0,0,1,0.0083333333333333
com.liferay.portlet.layoutsadmin.util.LayoutsTreeUtil,105,2,7,53.38714732967102,2,5,0.6666666666666666,2,87.20983634634086,4,3,186,8,1,1,0.0,3,11,2,2,549,1,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,1,12,0,0,1,0.04896
com.liferay.portlet.layoutsadmin.util.SitemapImpl,114,2,6,53.38714732967102,14,5,1.1666666666666667,4,9.685326817178424,4,3,26,1,1,1,0.9797958971132712,0,11,1,1,549,1,0,0,1,2,0,0,0,0,4,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.1381194029850746
com.liferay.portlet.layoutsadmin.util.SitemapUtil,6,4,3,53.38714732967102,1,5,0.0,1,0.0,4,3,1,1,1,1,0.0,3,11,1,0,549,1,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5833333333333333
com.liferay.portlet.layoutsetprototypes.action.ActionUtil,12,2,6,28.0,0,21,0.5,0,0.5,2,2,2,0,0,0,0.0,2,7,0,1,549,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.5154666666666667
com.liferay.portlet.layoutsetprototypes.action.EditLayoutSetPrototypeAction,68,2,9,28.0,12,21,2.0,5,2.0615528128088303,2,2,7,1,1,1,2.0,0,7,1,1,549,0,0,0,4,1,0,0,0,0,2,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.1306666666666666
com.liferay.portlet.login.action.ConfigurationActionImpl,13,1,11,65.89478316968341,4,26,0.5,3,0.5,7,3,3,3,1,1,1.0,0,14,1,1,549,0,1,0,2,1,0,0,0,0,1,0,0,20,1,1,20,1,0,1,0,20,0,0,1,0.1216666666666666
com.liferay.portlet.login.action.CreateAccountAction,234,2,3,65.89478316968341,21,26,2.25,5,20.716840975399705,7,3,60,1,1,1,1.996089927833914,0,14,0,0,549,0,0,2,4,1,0,0,0,0,6,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.043
com.liferay.portlet.login.action.CreateAnonymousAccountAction,149,2,3,65.89478316968341,16,26,1.5,5,6.048415770541352,7,3,18,1,1,1,1.7950549357115015,0,14,0,0,549,0,1,2,4,1,1,0,1,0,4,0,0,36,1,1,36,1,0,1,0,36,1,0,1,0.0489999999999999
com.liferay.portlet.login.action.FacebookConnectAction,128,2,11,65.89478316968341,14,26,1.8,5,7.071067811865476,7,3,20,2,1,1,1.118033988749895,0,14,2,2,549,0,0,0,4,1,0,0,0,0,3,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.1129567901234567
com.liferay.portlet.login.action.ForgotPasswordAction,115,2,3,65.89478316968341,15,26,1.2857142857142858,5,3.719776161797582,7,3,10,1,1,1,1.8929694486000912,0,14,0,0,549,0,0,1,4,1,0,0,0,0,5,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.0716666666666666
com.liferay.portlet.login.action.LoginAction,80,2,3,65.89478316968341,14,26,2.2,5,2.727636339397171,7,3,8,1,1,1,2.0615528128088303,0,14,0,0,549,0,0,2,4,1,1,0,1,0,3,0,0,36,1,1,36,1,0,1,0,36,1,0,1,0.0703333333333333
com.liferay.portlet.login.action.OpenIdAction,183,2,3,65.89478316968341,16,26,2.333333333333333,5,58.81042991397586,7,3,162,1,1,1,1.833030277982336,0,14,0,0,549,0,0,2,4,1,1,0,1,0,4,0,0,36,1,1,36,1,0,1,0,36,1,0,1,0.078
com.liferay.portlet.login.util.LoginUtil,216,8,5,0.0,13,293,1.625,6,170679.82740202305,1,5,516096,2,1,1,2.3570226039551585,8,24,1,1,549,0,0,1,1,1,1,0,1,0,0,0,0,12,2,1,12,2,0,1,8,12,1,0,2,0.0339362745098039
com.liferay.portlet.messageboards.BannedUserException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.CategoryNameException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.LockedThreadException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,4,52,0,0,1,1.0
com.liferay.portlet.messageboards.MailingListEmailAddressException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.MailingListInServerNameException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.MailingListInUserNameException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.MailingListOutEmailAddressException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.MailingListOutServerNameException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.MailingListOutUserNameException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.MessageBodyException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,5,52,0,0,1,1.0
com.liferay.portlet.messageboards.MessageSubjectException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,4,52,0,0,1,1.0
com.liferay.portlet.messageboards.NoSuchBanException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,4,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,4,56,0,0,1,1.0
com.liferay.portlet.messageboards.NoSuchCategoryException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,4,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,7,56,0,0,1,1.0
com.liferay.portlet.messageboards.NoSuchDiscussionException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,4,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,6,56,0,0,1,1.0
com.liferay.portlet.messageboards.NoSuchMailingListException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,4,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,5,56,0,0,1,1.0
com.liferay.portlet.messageboards.NoSuchStatsUserException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,4,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,3,56,0,0,1,1.0
com.liferay.portlet.messageboards.NoSuchThreadFlagException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,4,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,3,56,0,0,1,1.0
com.liferay.portlet.messageboards.RequiredMessageException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,5,52,0,0,1,1.0
com.liferay.portlet.messageboards.SplitThreadException,4,4,3,0.2817713347133853,4,10,0.0,2,0.0,23,1,1,1,1,1,0.7071067811865476,0,1,0,0,549,0,4,0,3,1,0,0,0,0,0,0,0,52,1,1,52,1,0,1,2,52,0,0,1,1.0
com.liferay.portlet.messageboards.action.ActionUtil,41,6,6,46.475800154489,0,16,0.1666666666666666,0,1.0671873729054748,18,2,4,0,0,0,0.0,6,14,0,1,549,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.0948888888888889
com.liferay.portlet.messageboards.action.BanUserAction,21,1,6,46.475800154489,7,16,1.0,5,1.8856180831641267,18,2,5,2,1,1,1.8856180831641267,0,14,1,1,549,0,0,0,4,1,0,0,0,0,2,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.2333333333333333
com.liferay.portlet.messageboards.action.ConfigurationActionImpl,87,1,8,46.475800154489,9,16,1.7142857142857142,3,1.4568627181693672,18,2,6,1,1,1,0.6998542122237652,0,14,1,1,549,0,1,0,2,1,0,0,0,0,6,0,0,20,1,1,20,1,0,1,0,20,0,0,1,0.0718774509803921
com.liferay.portlet.messageboards.action.DeleteThreadAction,18,1,15,46.475800154489,7,16,1.5,5,0.0,18,2,3,1,1,1,1.5,0,14,2,2,549,0,0,0,4,1,0,0,0,0,1,0,0,36,1,1,36,1,0,1,0,36,0,1,1,0.2636666666666666
com.liferay.portlet.messageboards.action.EditCategoryAction,115,2,8,46.475800154489,14,16,1.8333333333333333,5,2.3392781412697,18,2,8,1,1,1,1.8856180831641267,0,14,1,1,549,0,0,0,4,1,0,0,0,0,4,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.1043333333333333
com.liferay.portlet.messageboards.action.EditDiscussionAction,120,2,3,46.475800154489,14,16,3.1666666666666665,5,2.8087165910587863,18,2,8,1,1,1,1.9720265943665387,0,14,0,0,549,0,0,1,4,1,0,1,0,0,4,0,1,36,1,1,36,1,0,1,1,36,0,0,1,0.1009999999999999
com.liferay.portlet.messageboards.action.EditMessageAction,182,2,4,46.475800154489,17,16,2.0,5,28.055124309116863,18,2,96,1,1,1,1.6909686573085854,0,14,1,1,549,0,0,0,4,1,0,0,0,0,8,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.0621842105263157
com.liferay.portlet.messageboards.action.EditMessageAttachmentsAction,43,2,4,46.475800154489,13,16,1.4,5,3.487119154832538,18,2,10,1,1,1,1.9595917942265424,0,14,1,1,549,0,0,0,4,1,0,0,0,0,3,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.245
com.liferay.portlet.messageboards.action.FindCategoryAction,5,0,3,46.475800154489,0,16,0.0,0,0.0,18,2,1,0,0,0,0.0,0,14,0,0,549,0,0,0,5,1,0,0,0,0,3,0,0,27,1,1,27,1,0,1,0,27,0,0,1,0.9333333333333332
com.liferay.portlet.messageboards.action.FindMessageAction,10,0,3,46.475800154489,0,16,0.25,0,0.4330127018922193,18,2,2,1,1,1,0.0,0,14,0,0,549,0,0,0,4,1,0,2,0,0,4,0,2,23,1,1,23,1,0,1,2,23,0,0,1,0.5114545454545454
com.liferay.portlet.messageboards.action.FindRecentPostsAction,14,1,21,46.475800154489,4,16,1.0,4,0.0,18,2,2,3,1,1,0.0,0,14,4,4,549,0,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,1,1,0.219
com.liferay.portlet.messageboards.action.FindThreadAction,10,0,3,46.475800154489,2,16,0.0,2,0.0,18,2,1,3,1,1,0.0,0,14,2,0,549,0,0,0,5,1,0,0,0,0,4,0,0,27,1,1,27,1,0,1,0,27,0,0,1,0.715
com.liferay.portlet.messageboards.action.GetMessageAttachmentAction,30,2,3,46.475800154489,9,16,0.5,5,0.5,18,2,2,1,1,1,2.160246899469287,0,14,0,0,549,0,0,1,4,1,0,0,0,0,2,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.4983333333333333
com.liferay.portlet.messageboards.action.MoveThreadAction,50,2,20,46.475800154489,12,16,2.0,5,0.8164965809277259,18,2,4,1,1,1,1.4142135623730951,0,14,2,2,549,0,0,0,4,1,0,0,0,0,1,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.3166666666666667
com.liferay.portlet.messageboards.action.RSSAction,60,0,73,46.475800154489,0,16,5.0,0,0.0,18,2,8,0,0,0,0.0,0,14,0,1,549,0,0,0,5,1,0,0,0,0,1,0,0,42,1,1,42,1,0,1,0,42,0,5,1,0.0476666666666666
com.liferay.portlet.messageboards.action.SplitThreadAction,62,2,20,46.475800154489,12,16,2.0,5,0.8164965809277259,18,2,4,1,1,1,1.4142135623730951,0,14,2,2,549,0,0,0,4,1,0,0,0,0,1,0,0,36,1,1,36,1,0,1,0,36,0,0,1,0.3096666666666667
com.liferay.portlet.messageboards.action.ViewAction,11,1,20,46.475800154489,5,16,3.0,5,0.0,18,2,3,1,3,3,0.0,0,14,5,5,549,0,0,0,4,1,0,0,0,0,0,0,0,36,1,1,36,1,0,1,0,36,0,3,1,0.5756666666666667
com.liferay.portlet.messageboards.action.ViewMessageAction,33,1,48,46.475800154489,5,16,3.0,5,0.0,18,2,6,6,3,3,0.0,0,14,5,5,549,0,0,0,4,1,0,0,0,0,0,0,0,36,1,1,36,1,0,1,0,36,0,3,1,0.2336666666666666
com.liferay.portlet.messageboards.asset.MBCategoryAssetRenderer,40,15,3,18.484227510682363,6,23,0.0625,3,0.2420614591379636,6,1,2,1,1,1,0.8660254037844386,0,2,1,0,549,0,0,0,2,1,0,0,0,0,1,0,0,38,1,1,38,1,0,1,1,38,0,0,1,0.580554945054945
com.liferay.portlet.messageboards.asset.MBCategoryAssetRendererFactory,13,6,3,18.484227510682363,3,23,0.0,3,0.0,6,1,1,1,1,1,1.4142135623730951,0,2,0,0,549,0,0,3,2,1,1,0,1,0,1,0,0,29,1,1,29,1,0,1,2,29,1,0,1,0.643
com.liferay.portlet.messageboards.asset.MBDiscussionAssetRenderer,23,4,4,18.484227510682363,4,23,0.25,3,0.4330127018922193,6,1,2,1,1,1,1.0,0,2,1,1,549,0,1,0,3,1,0,0,0,0,0,0,0,56,1,1,56,1,0,1,1,56,0,0,1,0.7110000000000001
com.liferay.portlet.messageboards.asset.MBDiscussionAssetRendererFactory,8,4,3,18.484227510682363,0,23,0.0,0,0.0,6,1,1,1,1,1,0.0,0,2,0,0,549,0,0,3,3,1,1,0,1,0,0,0,0,36,1,1,36,1,0,1,0,36,1,0,1,0.9443333333333334
com.liferay.portlet.messageboards.asset.MBMessageAssetRenderer,60,17,3,18.484227510682363,6,23,0.2222222222222222,3,0.415739709641549,6,1,2,1,1,1,0.9797958971132712,0,2,0,0,549,0,0,0,2,1,0,1,0,0,1,0,1,38,1,1,38,1,0,1,2,38,0,0,1,0.6508241206030151
com.liferay.portlet.messageboards.asset.MBMessageAssetRendererFactory,12,6,3,18.484227510682363,3,23,0.0,3,0.0,6,1,1,1,1,1,1.4142135623730951,0,2,0,0,549,0,0,3,2,1,1,1,1,0,1,0,1,29,1,1,29,1,0,1,1,29,1,0,1,0.8646666666666666
com.liferay.portlet.messageboards.lar.MBPortletDataHandlerImpl,432,6,3,0.0,41,618,0.7307692307692307,5,27.40850837533752,1,2,144,1,1,1,1.3868919884962572,0,11,0,0,549,0,0,7,2,1,3,0,3,0,20,0,0,27,1,1,27,1,0,1,0,27,3,0,1,0.2421232227488152
com.liferay.portlet.messageboards.messaging.ExpireBanMessageListener,1,0,3,49.37835783237654,1,5,0.0,1,0.0,3,1,1,1,1,1,0.0,0,13,1,1,549,0,0,0,2,1,0,0,0,0,1,0,0,14,1,1,14,1,0,1,0,14,0,0,1,0.8889999999999999
com.liferay.portlet.messageboards.messaging.MailingListMessageListener,115,0,10,49.37835783237654,5,5,2.0,2,231.2579512146556,3,1,583,2,1,1,0.4714045207910317,0,13,1,1,549,0,0,1,2,1,1,0,1,0,5,0,0,14,1,1,14,1,0,1,0,14,1,0,1,0.1548196721311475
com.liferay.portlet.messageboards.messaging.MailingListRequest,23,22,3,49.37835783237654,0,5,0.0,0,0.0,3,1,1,1,1,1,0.0,0,13,0,0,549,0,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.861111111111111
com.liferay.portlet.messageboards.model.MBBanSoap,44,23,2,55.53714037667799,4,0,0.0434782608695652,1,0.6565073421974563,38,1,4,1,1,1,0.4,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.8646823161189359
com.liferay.portlet.messageboards.model.MBBanWrapper,79,47,3,55.53714037667799,2,0,0.0,1,36.797747780786025,38,1,256,1,1,1,0.3608012122941099,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.9174603084325564
com.liferay.portlet.messageboards.model.MBCategorySoap,65,37,2,55.53714037667799,4,0,0.027027027027027,1,0.5282383860997857,38,1,4,1,1,1,0.4,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.9050990415335464
com.liferay.portlet.messageboards.model.MBCategoryWrapper,122,62,3,55.53714037667799,2,0,0.0,1,4127.7169537166665,38,1,32768,1,1,1,0.3499271061118826,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.9379421768977928
com.liferay.portlet.messageboards.model.MBDiscussionSoap,32,15,2,55.53714037667799,4,0,0.0666666666666666,1,0.7888106377466154,38,1,4,1,1,1,0.4,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.8276378600823046
com.liferay.portlet.messageboards.model.MBDiscussionWrapper,53,37,3,55.53714037667799,2,0,0.0,1,2.432432432432433,38,1,16,1,1,1,0.3608012122941099,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.8938092332335387
com.liferay.portlet.messageboards.model.MBMailingListSoap,103,64,2,55.53714037667799,4,0,0.015625,1,0.4071504443998557,38,1,4,1,1,1,0.4898979485566357,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.9429571694599628
com.liferay.portlet.messageboards.model.MBMailingListWrapper,190,86,3,55.53714037667799,2,0,0.0,1,7194338.905893927,38,1,67108864,1,1,1,0.3142696805273545,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.9544064282893752
com.liferay.portlet.messageboards.model.MBMessageSoap,102,63,2,55.53714037667799,4,0,0.0158730158730158,1,0.4102491423276216,38,1,4,1,1,1,0.4969039949999533,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.9406731391585762
com.liferay.portlet.messageboards.model.MBMessageWrapper,218,114,3,55.53714037667799,2,0,0.0,1,6257692.973831869,38,1,67108864,1,1,1,0.2494438257849294,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.9624799127640036
com.liferay.portlet.messageboards.model.MBStatsUserSoap,35,17,2,55.53714037667799,4,0,0.0588235294117647,1,0.7487012977269327,38,1,4,1,1,1,0.4,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.8353136094674557
com.liferay.portlet.messageboards.model.MBStatsUserWrapper,61,41,3,55.53714037667799,2,0,0.0,1,4.781980851961939,38,1,32,1,1,1,0.3608012122941099,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.9059358658348732
com.liferay.portlet.messageboards.model.MBThreadFlagSoap,32,15,2,55.53714037667799,4,0,0.0666666666666666,1,0.7888106377466154,38,1,4,1,1,1,0.4,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.8219872611464968
com.liferay.portlet.messageboards.model.MBThreadFlagWrapper,53,37,3,55.53714037667799,2,0,0.0,1,2.432432432432433,38,1,16,1,1,1,0.3608012122941099,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.8949241728048364
com.liferay.portlet.messageboards.model.MBThreadSoap,69,40,2,55.53714037667799,4,0,0.025,1,0.5092887196865841,38,1,4,1,1,1,0.4714045207910317,4,27,0,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.9166074498567336
com.liferay.portlet.messageboards.model.MBThreadWrapper,144,80,3,55.53714037667799,3,0,0.0,1,7281.097764234714,38,1,65536,1,1,1,0.3249615361854384,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.9519070775526224
com.liferay.portlet.messageboards.model.impl.MBBanBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,73,1,2,73,1,0,2,1,73,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBBanCacheModel,58,4,10,171.41994263997952,2,3,1.0,1,2.9154759474226504,35,1,8,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.3373263526611078
com.liferay.portlet.messageboards.model.impl.MBBanModelImpl,254,46,2,171.41994263997952,4,3,0.2391304347826087,1,37.1404438703749,35,1,256,1,1,1,0.4714045207910317,2,27,0,0,549,0,0,16,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,3,27,4,0,1,0.7871004728132388
com.liferay.portlet.messageboards.model.impl.MBCategoryBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,86,1,2,86,1,0,2,1,86,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBCategoryCacheModel,120,4,17,171.41994263997952,2,3,3.25,1,106.69700089505794,35,1,256,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.3136473148940697
com.liferay.portlet.messageboards.model.impl.MBCategoryDisplayImpl,65,10,3,171.41994263997952,7,3,0.1666666666666666,3,1.3819269959814169,35,1,6,1,1,1,0.4714045207910317,0,27,2,0,549,0,0,1,1,2,1,0,1,0,2,0,0,12,1,2,12,1,0,2,0,12,1,0,1,0.2066666666666667
com.liferay.portlet.messageboards.model.impl.MBCategoryImpl,25,4,2,171.41994263997952,0,3,1.75,0,0.82915619758885,35,1,3,1,1,1,0.0,0,27,0,0,549,0,0,0,4,1,0,1,0,0,0,0,1,87,1,1,87,1,0,1,9,87,0,0,1,0.5301369047619048
com.liferay.portlet.messageboards.model.impl.MBCategoryModelImpl,407,59,2,171.41994263997952,4,3,0.3050847457627119,1,4229.100720592071,35,1,32768,1,1,1,0.4714045207910317,2,27,0,0,549,0,0,19,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,4,27,4,0,1,0.806193370165746
com.liferay.portlet.messageboards.model.impl.MBDiscussionBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,61,1,2,61,1,0,2,1,61,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBDiscussionCacheModel,26,4,6,171.41994263997952,2,3,0.0,1,0.0,35,1,1,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.3582172454864445
com.liferay.portlet.messageboards.model.impl.MBDiscussionModelImpl,165,34,2,171.41994263997952,2,3,0.2058823529411765,1,2.5674297462112,35,1,16,1,1,1,0.4000000000000001,0,27,0,0,549,0,0,16,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,3,27,4,0,1,0.7822009345794392
